Business Name,Category,Address,Phone,Website,Email,Google Maps URL,Rating,Review Count,Social Media URLs
GANG UP Boxing Gym,Boxing Coaching Center,"51 Astor Pl, New York, NY 10003, United States",+1 646-329-5814,http://gangupboxing.com/,,https://www.google.com/maps/place/GANG+UP+Boxing+Gym/data=!4m7!3m6!1s0x89c2598098a1b039:0x9fe5decb9e836e52!8m2!3d40.7300218!4d-73.9902571!16s%2Fg%2F11xtnsp8f9!19sChIJObChmIBZwokRUm6Dnsve5Z8,5.0,48,
BushBox NYC,Boxing Coaching Center,"1444 Dekalb Ave, Brooklyn, NY 11237, United States",+1 929-702-1895,http://www.bushboxnyc.com/,,https://www.google.com/maps/place/BushBox+NYC/data=!4m7!3m6!1s0x89c25d78e4ea9323:0x6156ba27ea1d357b!8m2!3d40.7007228!4d-73.9224724!16s%2Fg%2F11sn8dzgnn!19sChIJI5Pq5HhdwokRezUd6ie6VmE,5.0,45,
H.T.D Boxing Gym - Seaport,Boxing Coaching Center,"10 Fulton St, New York, NY 10038, United States",+1 917-409-3217,https://htdnyc.com/,,https://www.google.com/maps/place/H.T.D+Boxing+Gym+-+Seaport/data=!4m7!3m6!1s0x89c25bd2bb79788f:0xa2b118687927110f!8m2!3d40.7064968!4d-74.0035477!16s%2Fg%2F11pv5swq8p!19sChIJj3h5u9JbwokRDxEneWgYsaI,4.9,45,
GYM X Boxing,Boxing Coaching Center,"59 Malcolm X Blvd, Brooklyn, NY 11221, United States",+1 347-413-7478,http://www.gymxboxing.com/,,https://www.google.com/maps/place/GYM+X+Boxing/data=!4m7!3m6!1s0x89c25c0bf349cdfb:0x6cd623273b12f2e6!8m2!3d40.6920608!4d-73.930627!16s%2Fg%2F12hr0tlg1!19sChIJ-81J8wtcwokR5vISOycj1mw,4.6,45,
Modern Martial Arts - Upper West Side,Martial arts school,"103 W 73rd St, New York, NY 10023, United States",+1 212-721-2240,https://www.mmanewyorkcity.com/upper-west-side,,https://www.google.com/maps/place/Modern+Martial+Arts+-+Upper+West+Side/data=!4m7!3m6!1s0x89c2588be8579f69:0x2cc5d9d4f49c6d4e!8m2!3d40.7784154!4d-73.9784304!16s%2Fg%2F11dx8pnf0f!19sChIJaZ9X6ItYwokRTm2c9NTZxSw,4.8,38,
Raktan Muay Thai,Muay Thai boxing gym,"2, 38-30 31st St, Long Island City, NY 11101, United States",+1 917-224-2541,http://www.raktanmt.com/,,https://www.google.com/maps/place/Raktan+Muay+Thai/data=!4m7!3m6!1s0x89c25f2f9b9fbb21:0x7944944a18bb15dd!8m2!3d40.7531666!4d-73.9328948!16s%2Fg%2F11fx_z4yq_!19sChIJIbufmy9fwokR3RW7GEqURHk,4.7,36,
"Panda Thai Boxing (Muay Thai, Kickboxing, MMA, Self-Defense)",Muay Thai boxing gym,"466 68th St, Brooklyn, NY 11220, United States",+1 631-407-0433,https://www.pandathaiboxing.com/,,"https://www.google.com/maps/place/Panda+Thai+Boxing+%28Muay+Thai,+Kickboxing,+MMA,+Self-Defense%29/data=!4m7!3m6!1s0x89c2457da2d679d5:0xb031100f6b870e5!8m2!3d40.6343462!4d-74.0213365!16s%2Fg%2F11w46t7n4v!19sChIJ1XnWon1FwokR5XC49gARAws",5.0,35,
Modern Martial Arts - Tribeca,Martial arts school,"78 Reade St, New York, NY 10007, United States",+1 212-587-1099,https://www.mmanewyorkcity.com/tribeca,,https://www.google.com/maps/place/Modern+Martial+Arts+-+Tribeca/data=!4m7!3m6!1s0x89c25a1f67a07bd7:0x2a47cd3a828290d9!8m2!3d40.7154089!4d-74.0071748!16s%2Fg%2F1tjprdyc!19sChIJ13ugZx9awokR2ZCCgjrNRyo,4.7,33,
Punch Force Fitness,Boxing Coaching Center,"1400 3rd Ave, New York, NY 10075, United States",+1 646-590-0311,http://www.punchforcefitness.com/,,https://www.google.com/maps/place/Punch+Force+Fitness/data=!4m7!3m6!1s0x89c2592dbed75e4d:0xaf6105d78a7d9865!8m2!3d40.7748122!4d-73.9572554!16s%2Fg%2F11g192vhhr!19sChIJTV7Xvi1ZwokRZZh9itcFYa8,4.2,33,
Williamsburg MMA,Martial arts school,"42A Dobbin St, Brooklyn, NY 11211, United States",+1 718-916-7492,http://www.williamsburgmma.com/,,https://www.google.com/maps/place/Williamsburg+MMA/data=!4m7!3m6!1s0x89c2594481e863d3:0x38c1b1168cae7e3e!8m2!3d40.7235887!4d-73.9533527!16s%2Fg%2F1tnjkh08!19sChIJ02PogURZwokRPn6ujBaxwTg,4.9,29,
Chinatown Fight Club NYC,Boxing Coaching Center,"Buzzer E, 22 Pell St 2nd Floor, New York, NY 10013, United States",+1 212-965-9646,http://chinatownfightclubnyc.com/,,https://www.google.com/maps/place/Chinatown+Fight+Club+NYC/data=!4m7!3m6!1s0x89c25a2083f03fb9:0xe4397b14fd9b7326!8m2!3d40.7148948!4d-73.9981144!16s%2Fg%2F1thln_90!19sChIJuT_wgyBawokRJnOb_RR7OeQ,4.9,28,
Premier Muay Thai,Muay Thai boxing gym,"Entrance on, 36-01 36th avenue, 36th St 5th floor, Long Island City, NY 11106, United States",+1 347-201-1214,https://www.premiermuaythai.com/,,https://www.google.com/maps/place/Premier+Muay+Thai/data=!4m7!3m6!1s0x89c25fbc324bfe01:0xc796b63a2e901113!8m2!3d40.7548157!4d-73.9253746!16s%2Fg%2F11yb91ycc2!19sChIJAf5LMrxfwokRExGQLjq2lsc,5.0,26,
Combat Club by KMI,Martial arts school,"Lower Level, 281 Broadway, New York, NY 10007, United States",+1 917-720-3619,https://combatclub.cc/,,https://www.google.com/maps/place/Combat+Club+by+KMI/data=!4m7!3m6!1s0x89c25b34ad88754f:0x55c1a72beee80d0f!8m2!3d40.7144257!4d-74.0062606!16s%2Fg%2F11gxvt7wxs!19sChIJT3WIrTRbwokRDw3o7iunwVU,4.8,26,
The Wat,Martial arts school,"291 Broadway, New York, NY 10007, United States",+1 212-966-4010,http://www.thewat.com/,,https://www.google.com/maps/place/The+Wat/data=!4m7!3m6!1s0x89c25b7e729e9dc9:0x775e43337cf40933!8m2!3d40.7149551!4d-74.0060542!16s%2Fg%2F1tmqh3c1!19sChIJyZ2ecn5bwokRMwn0fDNDXnc,4.6,25,
Box St Fitness,Boxing Coaching Center,"1144 Manhattan Ave, Brooklyn, NY 11222, United States",+1 347-422-0636,http://boxst.fit/,,https://www.google.com/maps/place/Box+St+Fitness/data=!4m7!3m6!1s0x89c259de5625727b:0xb95e6b9568cfc1c8!8m2!3d40.7375182!4d-73.9553123!16s%2Fg%2F11rp_39ntz!19sChIJe3IlVt5ZwokRyMHPaJVrXrk,4.7,23,
Training Zone NYC - Gramercy Park,Martial arts school,"329 1st Ave Fl 1, New York, NY 10003, United States",+1 212-505-9663,http://www.tznyc.com/,,https://www.google.com/maps/place/Training+Zone+NYC+-+Gramercy+Park/data=!4m7!3m6!1s0x89c259db3b3615bd:0x838c11e2bdd48108!8m2!3d40.734635!4d-73.9804474!16s%2Fg%2F11h71jc98y!19sChIJvRU2O9tZwokRCIHUveIRjIM,5.0,21,
