Business Name,Category,Address,Phone,Website,Email,Google Maps URL,Rating,Review Count,Social Media URLs
World Gym Moore Park,Gym,"The Entertainment Quarter, 2205a/122 Lang Rd, Moore Park NSW 2021, Australia",+61 2 8360 4681,https://www.worldgym.com.au/gyms/moore-park,,https://www.google.com/maps/place/World+Gym+Moore+Park/data=!4m7!3m6!1s0x6b12b149a5e465c1:0x57f0d36b645119c9!8m2!3d-33.8941357!4d151.2256124!16s%2Fg%2F11sk0y3bv0!19sChIJwWXkpUmxEmsRyRlRZGvT8Fc,4.4,305,
Hardcore Gym,Gym,"290 Railway Parade, Carlton NSW 2218, Australia",+61 2 9567 0900,http://www.hardcoregym.com.au/,,https://www.google.com/maps/place/Hardcore+Gym/data=!4m7!3m6!1s0x6b12b0ab56f2db9d:0xd5b0866a57e0b92a!8m2!3d-33.9685668!4d151.1253509!16s%2Fg%2F1tf7gt_c!19sChIJndvyVquwEmsRKrngV2qGsNU,4.9,292,
Anytime Fitness Circular Quay,Gym,"1/22 Pitt St, Sydney NSW 2000, Australia",+61 484 926 351,https://www.anytimefitness.com/en-au/membership-inquiry,,https://www.google.com/maps/place/Anytime+Fitness+Circular+Quay/data=!4m7!3m6!1s0x6b12ae426c7decbd:0x21426b1c76495777!8m2!3d-33.8620844!4d151.2093516!16s%2Fg%2F11b66hmx1d!19sChIJvex9bEKuEmsRd1dJdhxrQiE,4.4,284,
Lockeroom Gym Personal Trainers Bridge Street,Personal trainer,"38-42 Bridge St, Sydney NSW 2000, Australia",+61 482 074 373,https://lockeroomgym.com/,,https://www.google.com/maps/place/Lockeroom+Gym+Personal+Trainers+Bridge+Street/data=!4m7!3m6!1s0x6b12af64a6f1c477:0x1fe9cf357ff6be67!8m2!3d-33.8633763!4d151.2106531!16s%2Fg%2F11lm3k1cxv!19sChIJd8TxpmSvEmsRZ772fzXP6R8,5.0,256,
Fitness First Bond St Platinum,Gym,"l1/20 Bond St, Sydney NSW 2000, Australia",+61 2 8215 0200,https://www.fitnessfirst.com.au/clubs/bond-st-platinum/,,https://www.google.com/maps/place/Fitness+First+Bond+St+Platinum/data=!4m7!3m6!1s0x6b12ae3f89a31059:0x9bd9d5799c0228f5!8m2!3d-33.8642414!4d151.2084874!16s%2Fg%2F1tdx8vww!19sChIJWRCjiT-uEmsR9SgCnHnV2Zs,4.1,256,
168 Sydney City,Gym,"259 Sussex St, Sydney NSW 2000, Australia",+61 404 411 581,http://crossfit168.com.au/,,https://www.google.com/maps/place/168+Sydney+City/data=!4m7!3m6!1s0x1b48b657d01f833:0x37a9c9f40ce123e7!8m2!3d-33.8732886!4d151.2038967!16s%2Fg%2F11b6rx_6z1!19sChIJM_gBfWWLtAER5yPhDPTJqTc,4.9,223,
Lockeroom Gym Personal Trainers Bligh Street,Personal trainer,"Level 4/6 Bligh St, Sydney NSW 2000, Australia",+61 482 074 373,https://lockeroomgym.com/,,https://www.google.com/maps/place/Lockeroom+Gym+Personal+Trainers+Bligh+Street/data=!4m7!3m6!1s0x6b12aff029152675:0x60e4273e02946eb3!8m2!3d-33.865653!4d151.2104365!16s%2Fg%2F11trx85pvr!19sChIJdSYVKfCvEmsRs26UAj4n5GA,5.0,218,
Hiscoes Gym,Fitness center,"525 Crown St, Surry Hills NSW 2010, Australia",+61 2 9699 9222,http://www.hiscoes.com.au/,,https://www.google.com/maps/place/Hiscoes+Gym/data=!4m7!3m6!1s0x6b12ae1fd2f4c6c9:0xb966222e4c2d58b7!8m2!3d-33.8894197!4d151.2130374!16s%2Fg%2F1tfb6qgm!19sChIJycb00h-uEmsRt1gtTC4iZrk,4.7,215,
Plus Fitness 24/7,Fitness center,"25 Market St, Sydney NSW 2000, Australia",+61 2 9264 0777,https://www.plusfitness.com.au/gyms/market-st--sydney-cbd/,,https://www.google.com/maps/place/Plus+Fitness+24%2F7/data=!4m7!3m6!1s0x6b12ae3f00023d89:0xa41fe7dc7eb7da7d!8m2!3d-33.8710212!4d151.2049713!16s%2Fg%2F11b6dwfrc9!19sChIJiT0CAD-uEmsRfdq3ftznH6Q,4.1,195,
Movement District,Fitness center,"Unit 1/114-118 New South Head Rd, Edgecliff NSW 2027, Australia",+61 400 087 154,http://www.movement-district.com/,,https://www.google.com/maps/place/Movement+District/data=!4m7!3m6!1s0x6b12adefe7d297d5:0xfbea4b6c1c334ad6!8m2!3d-33.8779479!4d151.2346807!16s%2Fg%2F11mv4y9yt1!19sChIJ1ZfS5--tEmsR1kozHGxL6vs,5.0,172,
Be Athletic City,Gym,"Basement Level, 28 Margaret St, Sydney NSW 2000, Australia",+61 414 458 744,https://beathleticfitness.com.au/locations-sydney-CBD,,https://www.google.com/maps/place/Be+Athletic+City/data=!4m7!3m6!1s0x6b12ae4128c8e3f1:0x1e997ce62c4ff898!8m2!3d-33.864912!4d151.205053!16s%2Fg%2F1pty80vc7!19sChIJ8ePIKEGuEmsRmPhPLOZ8mR4,5.0,157,
UN1T GYM Alexandria,Gym,"Unit 39-40/112 McEvoy St, Alexandria NSW 2015, Australia",+61 422 615 121,https://un1t.com/au/sydney/,,https://www.google.com/maps/place/UN1T+GYM+Alexandria/data=!4m7!3m6!1s0x6b12b12184947963:0xcc9d9c58cd5e03e!8m2!3d-33.9031263!4d151.1963114!16s%2Fg%2F11rwmm_916!19sChIJY3mUhCGxEmsRPuDVjMXZyQw,5.0,157,
Newtown Gym,Fitness center,"level 1/294 King St, Newtown NSW 2042, Australia",+61 2 9519 6969,http://www.thenewtowngym.com/,,https://www.google.com/maps/place/Newtown+Gym/data=!4m7!3m6!1s0x6b12b031491a34cf:0xf5e51b28071c88f6!8m2!3d-33.8967004!4d151.1798987!16s%2Fg%2F1tr7jjsp!19sChIJzzQaSTGwEmsR9ogcBygb5fU,4.5,146,
Balmain Fitness,Fitness center,"level 1/597 Darling St, Rozelle NSW 2039, Australia",+61 2 9818 3555,http://www.balmainfitness.com.au/,,https://www.google.com/maps/place/Balmain+Fitness/data=!4m7!3m6!1s0x6b12afc8d15c372b:0xb6e1eede63d5bdb5!8m2!3d-33.8605662!4d151.1715679!16s%2Fg%2F1tg8jwy5!19sChIJKzdc0civEmsRtb3VY97u4bY,4.6,134,
Steed Fitness Chippendale,Gym,"Ste 1/36-42 Chippen St, Chippendale NSW 2008, Australia",+61 426 775 706,http://www.steedfitness.com.au/,,https://www.google.com/maps/place/Steed+Fitness+Chippendale/data=!4m7!3m6!1s0x6b12b1b21393b9d1:0x64616f856a8dba6!8m2!3d-33.8882015!4d151.2006682!16s%2Fg%2F11j4nsq1lg!19sChIJ0bmTE7KxEmsRptuoVvgWRgY,4.9,126,
BBB Gym Waterloo,Gym,"Unit 3/198-222 Young St, Waterloo NSW 2017, Australia",+61 480 017 190,https://bbbgym.com/waterloo_gym/,,https://www.google.com/maps/place/BBB+Gym+Waterloo/data=!4m7!3m6!1s0x6b12b1c2ceda118b:0x4ccc58dd491e384a!8m2!3d-33.8994682!4d151.2085766!16s%2Fg%2F1td2mn5x!19sChIJixHazsKxEmsRSjgeSd1YzEw,5.0,118,
Snap Fitness 24/7 Sydney City,Gym,"35 Clarence St, Sydney NSW 2000, Australia",+61 451 433 436,https://www.snapfitness.com/au/gyms/sydney-city,,https://www.google.com/maps/place/Snap+Fitness+24%2F7+Sydney+City/data=!4m7!3m6!1s0x6b12ae4132efffff:0x9b6fd71ea6774415!8m2!3d-33.8642648!4d151.2045525!16s%2Fg%2F11gh2w61t7!19sChIJ___vMkGuEmsRFUR3ph7Xb5s,4.0,117,
Sydney Strength Training,Gym,"Unit B2/1 Cahill St, Annandale NSW 2038, Australia",+61 435 347 435,http://www.sydneystrengthtraining.com.au/,,https://www.google.com/maps/place/Sydney+Strength+Training/data=!4m7!3m6!1s0x6b12b025e4d22807:0x53c2a4ff5d4a4cfc!8m2!3d-33.8871726!4d151.1725769!16s%2Fg%2F11b5wlc5c3!19sChIJByjS5CWwEmsR_ExKXf-kwlM,5.0,110,
NYF GYM,Gym,"290 Victoria St, Darlinghurst NSW 2010, Australia",+61 450 020 122,http://nyfgym.com.au/,,https://www.google.com/maps/place/NYF+GYM/data=!4m7!3m6!1s0x6b12ae071c630ab1:0xdfe48cd9efb4d4e4!8m2!3d-33.876246!4d151.2221526!16s%2Fg%2F11f3n1b0_v!19sChIJsQpjHAeuEmsR5NS079mM5N8,4.8,103,
Fitillion: Personalised Group Fitness,Gym,"L2 Se 2/49-51 York St, Sydney NSW 2000, Australia",+61 2 7257 3337,https://fitillion.com/,,https://www.google.com/maps/place/Fitillion:+Personalised+Group+Fitness/data=!4m7!3m6!1s0x6b12ab73b7647075:0x8299468d0e2e198f!8m2!3d-33.8670322!4d151.2056228!16s%2Fg%2F11k3prj4kg!19sChIJdXBkt3OrEmsRjxkuDo1GmYI,5.0,95,
Prime Strength,Gym,"1/228 Elizabeth St, Surry Hills NSW 2010, Australia",+61 428 877 307,http://www.primestrength.com.au/,,https://www.google.com/maps/place/Prime+Strength/data=!4m7!3m6!1s0x6b12af875906cb5d:0x27e2abaebf47cd72!8m2!3d-33.8805751!4d151.2090931!16s%2Fg%2F11n364ctjw!19sChIJXcsGWYevEmsRcs1Hv66r4ic,4.7,85,
The Gym,Gym,"131 Alexander St, Crows Nest NSW 2065, Australia",+61 480 021 448,http://www.thegymstleonards.com.au/,,https://www.google.com/maps/place/The+Gym/data=!4m7!3m6!1s0x6b12aedc5a2b930d:0x997907a59f157f13!8m2!3d-33.8243372!4d151.2029362!16s%2Fg%2F11c5xmk_hb!19sChIJDZMrWtyuEmsRE38Vn6UHeZk,5.0,71,
The Yard Gym Darlinghurst,Fitness center,"278 Palmer St, Darlinghurst NSW 2010, Australia",+61 466 939 953,https://theyardgym.com/locations/darlinghurst,,https://www.google.com/maps/place/The+Yard+Gym+Darlinghurst/data=!4m7!3m6!1s0x6b12af7eb5e5b44d:0x37b88de96ac9db55!8m2!3d-33.8788437!4d151.2165059!16s%2Fg%2F11ty1ts5l9!19sChIJTbTltX6vEmsRVdvJaumNuDc,4.7,69,
Bondi Gym,Gym,"32 Ebley St, Bondi Junction NSW 2022, Australia",+61 2 9387 4446,http://www.bondigym.com.au/,,https://www.google.com/maps/place/Bondi+Gym/data=!4m7!3m6!1s0x6b12adf0b0b05cd5:0xde8aed6b0d030d56!8m2!3d-33.8929549!4d151.2463566!16s%2Fg%2F1th573_4!19sChIJ1VywsPCtEmsRVg0DDWvtit4,4.5,58,
CONDITN. Training Martin Place,Gym,"17 Castlereagh St, Sydney NSW 2000, Australia",+61 452 454 592,https://conditn.com/martinplace,,https://www.google.com/maps/place/CONDITN.+Training+Martin+Place/data=!4m7!3m6!1s0x6b12af3bc1a5fa7b:0x8d3aff797b82d9e5!8m2!3d-33.8670237!4d151.2097433!16s%2Fg%2F11ldcwnd2f!19sChIJe_qlwTuvEmsR5dmCe3n_Oo0,5.0,55,
Sydney Uni Sport & Fitness,Gym,"Western Ave, Camperdown NSW 2050, Australia",+61 2 9351 8105,,,https://www.google.com/maps/place/Sydney+Uni+Sport+%26+Fitness/data=!4m7!3m6!1s0x6b12b02b45883365:0xbf76ef94ca76fd!8m2!3d-33.8876554!4d151.1862534!16s%2Fg%2F1hc2f7_z3!19sChIJZTOIRSuwEmsR_XbKlO92vwA,4.7,45,
Edge Fit Surry Hills,Gym,"418a Elizabeth St, Surry Hills NSW 2010, Australia",+61 483 956 607,https://edgefit.com/gym-location/surry-hills/,,https://www.google.com/maps/place/Edge+Fit+Surry+Hills/data=!4m7!3m6!1s0x6b12af6909f21fcd:0x562495cc9865d0e3!8m2!3d-33.8864296!4d151.2088055!16s%2Fg%2F11kb50m6v1!19sChIJzR_yCWmvEmsR49BlmMyVJFY,4.7,43,
Movement Improvement Fitness,Physical fitness program,"38 Shepherd St, Marrickville NSW 2204, Australia",+61 433 264 164,http://moveimprovefit.com.au/,,https://www.google.com/maps/place/Movement+Improvement+Fitness/data=!4m7!3m6!1s0x6b12b069e43e612d:0xdfdd336b4f4af67e!8m2!3d-33.9039647!4d151.1631592!16s%2Fg%2F11gwmm39sw!19sChIJLWE-5GmwEmsRfvZKT2sz3d8,5.0,26,
The Foundation Gym,Gym,"Unit 7/350 Bourke St, Surry Hills NSW 2010, Australia",+61 405 632 157,https://www.thefoundationgym.com/,,https://www.google.com/maps/place/The+Foundation+Gym/data=!4m7!3m6!1s0x6b12af0053899bf5:0x85a2fc3095a2360a!8m2!3d-33.8829185!4d151.2165958!16s%2Fg%2F11wn8ns2fh!19sChIJ9ZuJUwCvEmsRCjailTD8ooU,5.0,23,
